id,course_id,document_id,question_number,internal_id,section,stem,question_type,type,options,answer,answer_choice,answer_text,explanation,difficulty,difficulty_level,unit_tag,tags,classification,source_mapping,page_number,position,embedding,ai_generated,provenance_chunk_ids,confidence,needs_review,parsing_metadata,reviewed_at,reviewed_by,created_at,updated_at,exam,canonical_id,test_code,section_code,source_type,competencies,version
e5ebc588-ff18-44de-a30f-ad8b0e9c8150,,,,,Reading,"in the genomes of some species. In humans, they are functionally important within the hippocampus, a brain structure that supports complex cognitive processes. When the results of molecular analysis of two species of octopus—an animal known for its intelligence—were announced in 2022, the confirmation of a LINE transposon in Octopus vulgaris and Octopus bimaculoides genomes prompted researchers to hypothesize that that transposon family is tied to a species’ capacity for advanced cognition. Which finding, if true, would most directly support the researchers’ hypothesis?",multiple_choice,,"[{""key"": ""A"", ""text"": ""The LINE transposon in O. vulgaris and O. bimaculoides genomes is active in an octopus brain structure that functions""}, {""key"": ""B"", ""text"": ""The human genome contains multiple transposons from the LINE family that are all primarily active in the hippocampus.""}, {""key"": ""C"", ""text"": ""A consistent number of copies of LINE transposons is present across the genomes of most octopus species, with few""}, {""key"": ""D"", ""text"": ""O. vulgaris and O. bimaculoides have smaller brains than humans do relative to body size, but their genomes contain""}]",A,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 02:19:23.762544+00,2025-12-08 06:48:18.193777+00,SAT,,,RW,,,1
33d2f779-4434-48c6-a4e9-26d2ba40ebd9,,,,,Reading,Which choice best states the main idea of the text?,multiple_choice,,"[{""key"": ""A"", ""text"": ""Although inhabiting a home surrounded by fanciful features such as those designed by Gins and Arakawa can be""}, {""key"": ""B"", ""text"": ""Designing disorienting spaces like those in the Gins and Arakawa building is the most effective way to create a physically""}, {""key"": ""C"", ""text"": ""As a filmmaker, Yamaoka has long supported the designs of conceptual artists such as Gins and Arakawa.""}, {""key"": ""D"", ""text"": ""Although impractical, the design of the apartment building by Gins and Arakawa may improve the well-being of the""}]",D,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 02:19:23.762544+00,2025-12-08 06:48:18.315306+00,SAT,,,RW,,,1
550e8400-e29b-41d4-a716-446655440099,,,,,Math,"If 3x - 5 = 10, what is x?",multiple_choice,,"[{""key"": ""A"", ""text"": ""3""}, {""key"": ""B"", ""text"": ""4""}, {""key"": ""C"", ""text"": ""5""}, {""key"": ""D"", ""text"": ""6""}]",C,,,Add 5 to both sides: 3x = 15. Divide by 3: x = 5.,,,,[],,,,,,false,,1,false,,,,2025-11-22 03:58:48.262571+00,2025-12-08 06:48:17.982248+00,SAT,,SAT,M,,,1
f4d62712-37d0-4277-b06e-b2f34cd9cc73,,,,,Reading,"Reading and Writing Information and Ideas Central Ideas and Details During the World War II era, some Mexican American women adopted a striking new look called pachuca style. They wore altered men’s jackets or zoot suits (wide-legged, long-coated suits) and dramatic makeup, and they combed their hair into high, rounded shapes. Some people criticized pachuca style, saying it was dangerous and women should dress traditionally. But historians see things differently. They see pachuca style as a form of rebellion against the era’s rigid social expectations for women. They say that it showed a desire for self-expression and freedom on the part of women who adopted the style. According to the text, how do historians view pachuca style?",multiple_choice,,"[{""key"": ""A"", ""text"": ""They think that pachuca style was such a popular trend that it continues to influence fashion in the United States to the""}, {""key"": ""B"", ""text"": ""They think that pachuca style was a way for some Mexican American women to express themselves and resist strict""}, {""key"": ""C"", ""text"": ""They think that pachuca style was celebrated because it enabled some Mexican American women to show their support""}, {""key"": ""D"", ""text"": ""They think that pachuca style was similar to other fashion trends that different groups of women adopted in the same""}]",B,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.546132+00,SAT,,,RW,,,1
cc6fb9ae-fa3b-4b86-bc20-d82012740e5e,,,,,Reading,Which choice most logically completes the text? ______,multiple_choice,,"[{""key"": ""A"", ""text"": ""demonstrate the difficulties faced by contemporary historians in conducting research at the Bodleian Library without""}, {""key"": ""B"", ""text"": ""represent the challenge of incorporating examples of ephemera into the collections of libraries and other scholarly""}, {""key"": ""C"", ""text"": ""lend support to arguments by historians and other researchers who continue to assert that ephemera holds no value for""}, {""key"": ""D"", ""text"": ""illustrate both the relatively low scholarly regard in which ephemera was once held and the later recognition of""}]",D,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.241992+00,SAT,,,RW,,,1
9e4944c0-e685-4bce-9c93-d52171c3c9ee,,,,,Reading,"in the genomes of some species. In humans, they are functionally important within the hippocampus, a brain structure that supports complex cognitive processes. When the results of molecular analysis of two species of octopus—an animal known for its intelligence—were announced in 2022, the confirmation of a LINE transposon in Octopus vulgaris and Octopus bimaculoides genomes prompted researchers to hypothesize that that transposon family is tied to a species’ capacity for advanced cognition. Which finding, if true, would most directly support the researchers’ hypothesis?",multiple_choice,,"[{""key"": ""A"", ""text"": ""The LINE transposon in O. vulgaris and O. bimaculoides genomes is active in an octopus brain structure that functions""}, {""key"": ""B"", ""text"": ""The human genome contains multiple transposons from the LINE family that are all primarily active in the hippocampus.""}, {""key"": ""C"", ""text"": ""A consistent number of copies of LINE transposons is present across the genomes of most octopus species, with few""}, {""key"": ""D"", ""text"": ""O. vulgaris and O. bimaculoides have smaller brains than humans do relative to body size, but their genomes contain""}]",A,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.447964+00,SAT,,,RW,,,1
c0646261-05fe-497e-8b28-e9260a8fcb27,,,,,Reading,"Reading and Writing Information and Ideas Central Ideas and Details Utah is home to Pando, a colony of about 47,000 quaking aspen trees that all share a single root system. Pando is one of the largest single organisms by mass on Earth, but ecologists are worried that its growth is declining in part because of grazing by animals. The ecologists say that strong fences could prevent deer from eating young trees and help Pando start thriving again. According to the text, why are ecologists worried about Pando?",multiple_choice,,"[{""key"": ""A"", ""text"": ""It isn’t growing at the same rate it used to.""}, {""key"": ""B"", ""text"": ""It isn’t producing young trees anymore.""}, {""key"": ""C"", ""text"": ""It can’t grow into new areas because it is blocked by fences.""}, {""key"": ""D"", ""text"": ""Its root system can’t support many more new trees.""}]",A,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.335664+00,SAT,,,RW,,,1
9a9482a5-9afe-4c2d-854a-795a6b6e5020,,,,,Reading,"which premiered in New York City in 2011, transforms its performance space—a five-story warehouse—into a 1930s-era hotel. Audience members, who wander through the labyrinthine venue at their own pace and follow the actors as they play out simultaneous, interweaving narrative loops, confront the impossibility of experiencing the production in its entirety. The play’s refusal of narrative coherence thus hinges on the sense of spatial fragmentation that the venue’s immense and intricate layout generates. What does the text most strongly suggest about Sleep No More’s use of its performance space?",multiple_choice,,"[{""key"": ""A"", ""text"": ""The choice of a New York City venue likely enabled the play’s creators to experiment with the use of theatrical space in a""}, {""key"": ""B"", ""text"": ""Audience members likely find the experience of the play disappointing because they generally cannot make their way""}, {""key"": ""C"", ""text"": ""The production’s dependence on a particular performance environment would likely make it difficult to reproduce exactly""}, {""key"": ""D"", ""text"": ""Audience members who navigate the space according to a recommended itinerary will likely have a better grasp of the""}]",C,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.679978+00,SAT,,,RW,,,1
2018133b-0506-4174-ae23-fa4e6df66fb4,,,,,Reading,"which can be purchased online from anywhere and often can be redeemed online as well) as superior to physical gift cards (which sometimes must be purchased in person and may only be redeemable in person) in terms of usage, 94.8 percent of participants surveyed indicated that it is more socially acceptable to give a physical gift card to a recipient. This finding suggests that ______ Which choice most logically completes the text?",multiple_choice,,"[{""key"": ""A"", ""text"": ""gift givers likely overestimate the amount of effort required to use digital gift cards and thus mistakenly assume gift""}, {""key"": ""B"", ""text"": ""physical gift cards are likely preferred by gift recipients because the tangible nature of those cards offers a greater""}, {""key"": ""C"", ""text"": ""physical gift cards are likely less desirable to gift recipients than digital gift cards are because of the perception that""}, {""key"": ""D"", ""text"": ""gift givers likely perceive digital gift cards as requiring relatively low effort to obtain and thus wrongly assume gift""}]",D,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.772962+00,SAT,,,RW,,,1
eca353fb-fb3e-4323-97a9-0a0c906d921b,,,,,Reading,Which choice best states the main idea of the text?,multiple_choice,,"[{""key"": ""A"", ""text"": ""Although inhabiting a home surrounded by fanciful features such as those designed by Gins and Arakawa can be""}, {""key"": ""B"", ""text"": ""Designing disorienting spaces like those in the Gins and Arakawa building is the most effective way to create a physically""}, {""key"": ""C"", ""text"": ""As a filmmaker, Yamaoka has long supported the designs of conceptual artists such as Gins and Arakawa.""}, {""key"": ""D"", ""text"": ""Although impractical, the design of the apartment building by Gins and Arakawa may improve the well-being of the""}]",D,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.891428+00,SAT,,,RW,,,1
74c8a70b-cd11-4708-b701-68db58f72b91,,,,,Reading,"in the mid-nineteenth century displaced the painted portrait in the public consciousness. The diminishing popularity of the portrait miniature, which coincided with the rise of photography, seems to support this claim. However, photography’s impact on the portrait miniature may be overstated. Although records from art exhibitions in the Netherlands from 1820 to 1892 show a decrease in the number of both full-sized and miniature portraits submitted, this trend was established before the invention of photography. Based on the text, what can be concluded about the diminishing popularity of the portrait miniature in the nineteenth century?",multiple_choice,,"[{""key"": ""A"", ""text"": ""Factors other than the rise of photography may be more directly responsible for the portrait miniature’s decline.""}, {""key"": ""B"", ""text"": ""Although portrait miniatures became less common than photographs, they were widely regarded as having more artistic""}, {""key"": ""C"", ""text"": ""The popularity of the portrait miniature likely persisted for longer than art historians have assumed.""}, {""key"": ""D"", ""text"": ""As demand for portrait miniatures decreased, portrait artists likely shifted their creative focus to photography.""}]",A,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.0333+00,SAT,,,RW,,,1
1f668ddf-b948-4b79-89df-b2869466b031,,,,,Reading,"in the interim. Another factor is that the morphological variability of microorganisms is poorly understood compared to that of vertebrates, invertebrates, plants, and algae, creating uncertainty about how to evaluate microorganisms as species. Researchers’ decisions on such matters therefore can be highly consequential. Indeed, the two censuses reported similar counts of vertebrate, plant, and algal species, suggesting that ______ Which choice most logically completes the text?",multiple_choice,,"[{""key"": ""A"", ""text"": ""Coll and colleagues reported a much higher number of species than Bianchi and Morri did largely due to the inclusion of""}, {""key"": ""B"", ""text"": ""some differences observed in microorganisms may have been treated as variations within species by Bianchi and Morri""}, {""key"": ""C"", ""text"": ""Bianchi and Morri may have been less sensitive to the degree of morphological variation displayed within a typical""}, {""key"": ""D"", ""text"": ""the absence of clarity regarding how to differentiate among species of microorganisms may have resulted in Coll and""}]",B,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:29:03.558018+00,2025-12-08 06:48:17.129474+00,SAT,,,RW,,,1
a235c30f-4d41-4682-954c-ca145e878f72,,,,,Reading,"Reading and Writing Information and Ideas Central Ideas and Details Utah is home to Pando, a colony of about 47,000 quaking aspen trees that all share a single root system. Pando is one of the largest single organisms by mass on Earth, but ecologists are worried that its growth is declining in part because of grazing by animals. The ecologists say that strong fences could prevent deer from eating young trees and help Pando start thriving again. According to the text, why are ecologists worried about Pando?",multiple_choice,,"[{""key"": ""A"", ""text"": ""It isn’t growing at the same rate it used to.""}, {""key"": ""B"", ""text"": ""It isn’t producing young trees anymore.""}, {""key"": ""C"", ""text"": ""It can’t grow into new areas because it is blocked by fences.""}, {""key"": ""D"", ""text"": ""Its root system can’t support many more new trees.""}]",A,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.830868+00,SAT,,,RW,,,1
7fd0a514-8795-4d85-a9ff-a97acd0005f5,,,,,Reading,"which can be purchased online from anywhere and often can be redeemed online as well) as superior to physical gift cards (which sometimes must be purchased in person and may only be redeemable in person) in terms of usage, 94.8 percent of participants surveyed indicated that it is more socially acceptable to give a physical gift card to a recipient. This finding suggests that ______ Which choice most logically completes the text?",multiple_choice,,"[{""key"": ""A"", ""text"": ""gift givers likely overestimate the amount of effort required to use digital gift cards and thus mistakenly assume gift""}, {""key"": ""B"", ""text"": ""physical gift cards are likely preferred by gift recipients because the tangible nature of those cards offers a greater""}, {""key"": ""C"", ""text"": ""physical gift cards are likely less desirable to gift recipients than digital gift cards are because of the perception that""}, {""key"": ""D"", ""text"": ""gift givers likely perceive digital gift cards as requiring relatively low effort to obtain and thus wrongly assume gift""}]",D,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.624407+00,SAT,,,RW,,,1
69438aa5-7c3f-4afe-8318-dba82635ca2c,,,,,Reading,Which choice best states the main idea of the text?,multiple_choice,,"[{""key"": ""A"", ""text"": ""Although inhabiting a home surrounded by fanciful features such as those designed by Gins and Arakawa can be""}, {""key"": ""B"", ""text"": ""Designing disorienting spaces like those in the Gins and Arakawa building is the most effective way to create a physically""}, {""key"": ""C"", ""text"": ""As a filmmaker, Yamaoka has long supported the designs of conceptual artists such as Gins and Arakawa.""}, {""key"": ""D"", ""text"": ""Although impractical, the design of the apartment building by Gins and Arakawa may improve the well-being of the""}]",D,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.308005+00,SAT,,,RW,,,1
15a176ef-612f-4abc-b2c6-d41eb19d0ce5,,,,,Reading,Which choice most logically completes the text? ______,multiple_choice,,"[{""key"": ""A"", ""text"": ""demonstrate the difficulties faced by contemporary historians in conducting research at the Bodleian Library without""}, {""key"": ""B"", ""text"": ""represent the challenge of incorporating examples of ephemera into the collections of libraries and other scholarly""}, {""key"": ""C"", ""text"": ""lend support to arguments by historians and other researchers who continue to assert that ephemera holds no value for""}, {""key"": ""D"", ""text"": ""illustrate both the relatively low scholarly regard in which ephemera was once held and the later recognition of""}]",D,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.218004+00,SAT,,,RW,,,1
00a10b4a-1897-4426-9381-de08f0090012,,,,,Reading,"Reading and Writing Information and Ideas Central Ideas and Details During the World War II era, some Mexican American women adopted a striking new look called pachuca style. They wore altered men’s jackets or zoot suits (wide-legged, long-coated suits) and dramatic makeup, and they combed their hair into high, rounded shapes. Some people criticized pachuca style, saying it was dangerous and women should dress traditionally. But historians see things differently. They see pachuca style as a form of rebellion against the era’s rigid social expectations for women. They say that it showed a desire for self-expression and freedom on the part of women who adopted the style. According to the text, how do historians view pachuca style?",multiple_choice,,"[{""key"": ""A"", ""text"": ""They think that pachuca style was such a popular trend that it continues to influence fashion in the United States to the""}, {""key"": ""B"", ""text"": ""They think that pachuca style was a way for some Mexican American women to express themselves and resist strict""}, {""key"": ""C"", ""text"": ""They think that pachuca style was celebrated because it enabled some Mexican American women to show their support""}, {""key"": ""D"", ""text"": ""They think that pachuca style was similar to other fashion trends that different groups of women adopted in the same""}]",B,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.922864+00,SAT,,,RW,,,1
90cc0fb7-899f-491f-8a9d-f4bc52fd7654,,,,,Reading,"which premiered in New York City in 2011, transforms its performance space—a five-story warehouse—into a 1930s-era hotel. Audience members, who wander through the labyrinthine venue at their own pace and follow the actors as they play out simultaneous, interweaving narrative loops, confront the impossibility of experiencing the production in its entirety. The play’s refusal of narrative coherence thus hinges on the sense of spatial fragmentation that the venue’s immense and intricate layout generates. What does the text most strongly suggest about Sleep No More’s use of its performance space?",multiple_choice,,"[{""key"": ""A"", ""text"": ""The choice of a New York City venue likely enabled the play’s creators to experiment with the use of theatrical space in a""}, {""key"": ""B"", ""text"": ""Audience members likely find the experience of the play disappointing because they generally cannot make their way""}, {""key"": ""C"", ""text"": ""The production’s dependence on a particular performance environment would likely make it difficult to reproduce exactly""}, {""key"": ""D"", ""text"": ""Audience members who navigate the space according to a recommended itinerary will likely have a better grasp of the""}]",C,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.106683+00,SAT,,,RW,,,1
f86f9d00-cf52-4884-aae2-445b567e30e5,,,,,Reading,"in the genomes of some species. In humans, they are functionally important within the hippocampus, a brain structure that supports complex cognitive processes. When the results of molecular analysis of two species of octopus—an animal known for its intelligence—were announced in 2022, the confirmation of a LINE transposon in Octopus vulgaris and Octopus bimaculoides genomes prompted researchers to hypothesize that that transposon family is tied to a species’ capacity for advanced cognition. Which finding, if true, would most directly support the researchers’ hypothesis?",multiple_choice,,"[{""key"": ""A"", ""text"": ""The LINE transposon in O. vulgaris and O. bimaculoides genomes is active in an octopus brain structure that functions""}, {""key"": ""B"", ""text"": ""The human genome contains multiple transposons from the LINE family that are all primarily active in the hippocampus.""}, {""key"": ""C"", ""text"": ""A consistent number of copies of LINE transposons is present across the genomes of most octopus species, with few""}, {""key"": ""D"", ""text"": ""O. vulgaris and O. bimaculoides have smaller brains than humans do relative to body size, but their genomes contain""}]",A,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.722054+00,SAT,,,RW,,,1
67de1f36-923b-49f1-9560-31bbfdde7bbb,,,,,Reading,"in the interim. Another factor is that the morphological variability of microorganisms is poorly understood compared to that of vertebrates, invertebrates, plants, and algae, creating uncertainty about how to evaluate microorganisms as species. Researchers’ decisions on such matters therefore can be highly consequential. Indeed, the two censuses reported similar counts of vertebrate, plant, and algal species, suggesting that ______ Which choice most logically completes the text?",multiple_choice,,"[{""key"": ""A"", ""text"": ""Coll and colleagues reported a much higher number of species than Bianchi and Morri did largely due to the inclusion of""}, {""key"": ""B"", ""text"": ""some differences observed in microorganisms may have been treated as variations within species by Bianchi and Morri""}, {""key"": ""C"", ""text"": ""Bianchi and Morri may have been less sensitive to the degree of morphological variation displayed within a typical""}, {""key"": ""D"", ""text"": ""the absence of clarity regarding how to differentiate among species of microorganisms may have resulted in Coll and""}]",B,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.417289+00,SAT,,,RW,,,1
a307914e-a832-4b63-a34c-b6b80bb89ed8,,,,,Reading,"in the mid-nineteenth century displaced the painted portrait in the public consciousness. The diminishing popularity of the portrait miniature, which coincided with the rise of photography, seems to support this claim. However, photography’s impact on the portrait miniature may be overstated. Although records from art exhibitions in the Netherlands from 1820 to 1892 show a decrease in the number of both full-sized and miniature portraits submitted, this trend was established before the invention of photography. Based on the text, what can be concluded about the diminishing popularity of the portrait miniature in the nineteenth century?",multiple_choice,,"[{""key"": ""A"", ""text"": ""Factors other than the rise of photography may be more directly responsible for the portrait miniature’s decline.""}, {""key"": ""B"", ""text"": ""Although portrait miniatures became less common than photographs, they were widely regarded as having more artistic""}, {""key"": ""C"", ""text"": ""The popularity of the portrait miniature likely persisted for longer than art historians have assumed.""}, {""key"": ""D"", ""text"": ""As demand for portrait miniatures decreased, portrait artists likely shifted their creative focus to photography.""}]",A,,,,,,,[],,,,,,false,,1,false,,,,2025-11-22 04:43:21.056168+00,2025-12-08 06:48:16.511429+00,SAT,,,RW,,,1
